"Local","Quest","Arquivo","Linha","Tipo","Requisito","Storage","Item","Quantidade","Level","NPC","Teleport","Porta","Lever","ActionId","UniqueId","ConsequenciaAtual","BypassExistente","RequisitoNovo","Proposta","QuestPreservada"
"Server/data/scripts/actions/tools/whacking_driller_of_fate","","Server/data/scripts/actions/tools/whacking_driller_of_fate.lua","75","A_QUEST_ACCESS_GATE","if player:getStorageValue(Storage.Quest.U8_7.RottinWoodAndTheMarriedMen.RottinStart) < 6 then","Storage.Quest.U8_7.RottinWoodAndTheMarriedMen.RottinStart","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"Server/data/scripts/creaturescripts/player/castlemania","","Server/data/scripts/creaturescripts/player/castlemania.lua","15","A_QUEST_ACCESS_GATE","if player:getStorageValue(BB.Mission10) < 1 then","Storage.Quest.U8_2.VampireHunterQuest","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"Server/data/scripts/creaturescripts/player/death","","Server/data/scripts/creaturescripts/player/death.lua","5","PRESERVE_BOSS_MECHANIC","if player:getStorageValue(Storage.Quest.U8_0.BarbarianArena.PitDoor) > 0 then","Storage.Quest.U8_0.BarbarianArena.PitDoor","","","","","False","True","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data/scripts/movements/closing_door","","Server/data/scripts/movements/closing_door.lua","29","B_KEY_ACCESS","if questAccessUnlocked or player:getStorageValue(item.actionid) ~= -1 then","","","","","","False","True","False","","","Nega uso ou passagem.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"Server/data/scripts/movements/closing_door","","Server/data/scripts/movements/closing_door.lua","41","F_DOOR_WALL_BARRIER","local requiredLevel = item.actionid > 0 and item.actionid - 1000 or 0","","","","","","False","True","False","","","Condiciona acesso/progresso; requer revisao contextual.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"Server/data/scripts/movements/closing_door","","Server/data/scripts/movements/closing_door.lua","45","G_LEVEL_ACCESS","if requiredLevel <= 0 or player:getLevel() >= requiredLevel then","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","True","ceil(level original / 2), minimo 1.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"Server/data/scripts/movements/closing_door","","Server/data/scripts/movements/closing_door.lua","112","F_DOOR_WALL_BARRIER","if tileItem and tileItem:getUniqueId() ~= item.uid and tileItem:getType():isMovable() and not isCorpse(tileItem:getUniqueId()) then","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"Server/data/scripts/movements/special_tiles","","Server/data/scripts/movements/special_tiles.lua","18","A_QUEST_ACCESS_GATE","if item.actionid >= 1000 then","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"Server/data/scripts/movements/special_tiles","","Server/data/scripts/movements/special_tiles.lua","19","A_QUEST_ACCESS_GATE","local requiredLevel = item.actionid - 1000","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"Server/data/scripts/movements/special_tiles","","Server/data/scripts/movements/special_tiles.lua","23","G_LEVEL_ACCESS","if player:getLevel() < requiredLevel then","","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","True","ceil(level original / 2), minimo 1.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"Server/data/scripts/movements/special_tiles","","Server/data/scripts/movements/special_tiles.lua","55","B_KEY_ACCESS","if not questAccessUnlocked and item.actionid ~= 0 and player:getStorageValue(item.actionid) <= 0 then","","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"Server/data/scripts/movements/trap","","Server/data/scripts/movements/trap.lua","27","C_QUEST_ITEM_ACCESS","if tile:getItemCountById(3482) > 1 then","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Criar bypass somente de passagem, sem item e sem alterar storage.","True"
"Server/data/scripts/talkactions/gm/push_creature","","Server/data/scripts/talkactions/gm/push_creature.lua","23","E_TELEPORT_ACCESS","elseif creature:teleportTo(newPosition) then","","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"Server/data-crystal/lib/quests/arena","arena.lua","Server/data-crystal/lib/quests/arena.lua","236","E_TELEPORT_ACCESS","local teleportItem = pillarTile:getItemById(SvargrondArena.itemTeleport)","","","","","","True","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"Server/data-crystal/lib/quests/arena","arena.lua","Server/data-crystal/lib/quests/arena.lua","241","C_QUEST_ITEM_ACCESS","local pillarItem = pillarTile:getItemById(SvargrondArena.itemPillar)","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Criar bypass somente de passagem, sem item e sem alterar storage.","True"
"Server/data-crystal/lib/quests/arena","arena.lua","Server/data-crystal/lib/quests/arena.lua","266","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U8_0.BarbarianArena.PitDoor) > 0 then","Storage.Quest.U8_0.BarbarianArena.PitDoor","","","","","True","True","False","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"Server/data-crystal/lib/quests/arena","arena.lua","Server/data-crystal/lib/quests/arena.lua","300","C_QUEST_ITEM_ACCESS","local timerItem = tile:getItemById(SvargrondArena.itemTimer)","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Criar bypass somente de passagem, sem item e sem alterar storage.","True"
"Server/data-crystal/lib/quests/arena","arena.lua","Server/data-crystal/lib/quests/arena.lua","322","C_QUEST_ITEM_ACCESS","local timerItem = tile:getItemById(SvargrondArena.itemTimer)","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Criar bypass somente de passagem, sem item e sem alterar storage.","True"
"Server/data-crystal/monster/quests/primal_ordeal_quest/the_primal_menace","primal_ordeal_quest","Server/data-crystal/monster/quests/primal_ordeal_quest/the_primal_menace.lua","149","A_QUEST_ACCESS_GATE","if monster:getStorageValue(thePrimalMenaceConfig.Storage.Initialized) == true then","Storage.Initialized","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"Server/data-crystal/monster/quests/primal_ordeal_quest/the_primal_menace","primal_ordeal_quest","Server/data-crystal/monster/quests/primal_ordeal_quest/the_primal_menace.lua","331","A_QUEST_ACCESS_GATE","if monster:getStorageValue(thePrimalMenaceConfig.Storage.Initialized) == -1 then","Storage.Initialized","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"Server/data-crystal/monster/quests/the_secret_library/bosses/grand_master_oberon","the_secret_library","Server/data-crystal/monster/quests/the_secret_library/bosses/grand_master_oberon.lua","123","PRESERVE_REWARD_OR_PROGRESS","if monster:getStorageValue(GrandMasterOberonConfig.Storage.Life) <= GrandMasterOberonConfig.AmountLife then","Storage.Life","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-crystal/monster/quests/the_secret_library/bosses/grand_master_oberon","the_secret_library","Server/data-crystal/monster/quests/the_secret_library/bosses/grand_master_oberon.lua","136","A_QUEST_ACCESS_GATE","if creature:isPlayer() and monster:getStorageValue(exhaust) <= os.time() then","Storage.Exhaust","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"Server/data-crystal/monster/quests/the_secret_library/bosses/grand_master_oberon","the_secret_library","Server/data-crystal/monster/quests/the_secret_library/bosses/grand_master_oberon.lua","140","A_QUEST_ACCESS_GATE","local asking_storage = monster:getStorageValue(GrandMasterOberonConfig.Storage.Asking)","Storage.Asking","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"Server/data-crystal/monster/quests/the_secret_library/bosses/grand_master_oberon_functions","the_secret_library","Server/data-crystal/monster/quests/the_secret_library/bosses/grand_master_oberon_functions.lua","44","PRESERVE_BOSS_MECHANIC","local storage = monster:getStorageValue(GrandMasterOberonConfig.Storage.Life)","Storage.Life","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-crystal/npc/aldo","","Server/data-crystal/npc/aldo.lua","96","D_NPC_ACCESS","if player:getItemCount(6530) == 0 then","","getItemCount(6530","getItemCount(6530","","aldo","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
